"enrollee_id","city","city_development_index","gender_Other","gender_M","gender_F","relevent_experience_N","relevent_experience_Y","enrolled_university_None","enrolled_university_Part-Time","enrolled_university_Full-Time","education_level","major_discipline_None","major_discipline_Arts","major_discipline_Humanities","major_discipline_Business","major_discipline_STEM","major_discipline_Other","experience","company_size","company_type_Funded Startup","company_type_Early Stage Startup","company_type_Pvt Ltd","company_type_Public Sector","company_type_NGO","company_type_Other","last_new_job","training_hours","target"
22452,0.59053343350864,0.624,0,0,1,1,0,0,0,1,"3",0,0,0,0,1,0,"5","2",0,0,0,0,0,0,"0",26,1
9006,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"5","3",0,0,1,0,0,0,"0",87,1
25987,0.214401481824496,0.92,1,0,0,0,1,1,0,0,"2",0,0,0,0,1,0,"19","7",0,0,0,1,0,0,"4",52,1
4476,0.573333333333333,0.558,0,1,0,0,1,1,0,0,"2",1,0,0,0,0,0,"15","2",0,0,1,0,0,0,"5",20,1
25103,0.160839160839161,0.923,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"11","1",0,0,1,0,0,0,"1",21,0
5568,0.573333333333333,0.558,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"4","2",0,0,0,0,0,0,"1",92,1
2195,0.140350877192982,0.666,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","3",0,0,1,0,0,0,"2",102,0
30533,0.115384615384615,0.794,0,1,0,1,0,1,0,0,"2",0,0,1,0,0,0,"5","7",0,0,1,0,0,0,"5",26,0
28512,0.0945945945945946,0.924,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"3","0",0,1,0,0,0,0,"2",7,0
1023,0.100226073850791,0.926,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"4","7",0,0,1,0,0,0,"1",43,0
12253,0.0945945945945946,0.924,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,1,0,0,0,"1",45,0
25296,0.264285714285714,0.754,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"2","2",0,1,0,0,0,0,"2",52,0
13238,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"2",19,0
13478,0.59053343350864,0.624,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"2","1",1,0,0,0,0,0,"1",32,1
18578,0.284552845528455,0.767,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"21","3",0,0,1,0,0,0,"5",26,1
29975,0.132558139534884,0.855,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"6","2",0,0,1,0,0,0,"1",90,0
26516,0.102310231023102,0.939,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","3",0,0,1,0,0,0,"3",25,0
24690,0.204545454545455,0.827,0,1,0,0,1,0,0,0,"3",0,0,0,0,1,0,"13","0",0,0,0,0,0,0,"1",15,0
8433,0.235294117647059,0.887,0,1,0,0,1,1,0,0,"3",0,0,1,0,0,0,"21","3",0,0,1,0,0,0,"5",48,0
9572,0.586776859504132,0.55,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"3","2",0,0,1,0,0,0,"0",98,0
5878,0.2,0.865,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","2",0,0,1,0,0,0,"2",142,1
25695,0.132558139534884,0.855,1,0,0,1,0,1,0,0,"3",0,0,1,0,0,0,"4","7",0,0,1,0,0,0,"4",13,0
9645,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","3",0,0,0,0,0,0,"5",47,0
12730,0.117259552042161,0.91,0,0,1,0,1,1,0,0,"3",0,0,1,0,0,0,"14","4",0,0,0,1,0,0,"1",28,0
20970,0.140350877192982,0.666,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"4",22,0
17271,0.59053343350864,0.624,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"0","2",0,0,1,0,0,0,"0",18,1
12731,0.127659574468085,0.827,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"2","1",0,0,1,0,0,0,"1",29,0
10908,0.132558139534884,0.855,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"5","3",0,0,0,0,0,0,"1",46,0
29117,0.586776859504132,0.55,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"0","2",0,0,1,0,0,0,"0",12,0
3686,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"5","3",0,0,1,0,0,0,"2",17,0
22683,0.0822784810126582,0.893,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"5","2",0,0,1,0,0,0,"2",65,0
22134,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"2",0,0,1,0,0,0,"3","3",0,0,1,0,0,0,"1",35,0
31765,0.132558139534884,0.855,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"9","7",0,0,1,0,0,0,"3",14,0
31449,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"2","0",0,1,0,0,0,0,"1",4,0
5987,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","2",0,0,1,0,0,0,"5",12,0
21762,0.234803337306317,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"2",108,0
22070,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"1",136,0
25413,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"5","1",0,0,0,0,0,0,"1",27,0
5902,0.111111111111111,0.796,0,1,0,0,1,0,1,0,"3",0,0,0,0,1,0,"4","2",1,0,0,0,0,0,"1",74,0
28403,0.14828897338403,0.884,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","1",0,1,0,0,0,0,"1",86,0
30937,0.128712871287129,0.866,0,0,1,1,0,0,1,0,"2",0,0,0,0,1,0,"0","1",0,0,1,0,0,0,"2",83,0
28751,0.214401481824496,0.92,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"4","3",0,0,0,0,0,0,"3",75,0
29290,0.22,0.698,0,1,0,1,0,0,0,1,"3",0,0,0,0,1,0,"11","3",0,0,0,1,0,0,"2",42,0
32401,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"6","3",0,0,1,0,0,0,"1",332,0
19128,0.0918367346938776,0.913,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"4","3",0,0,0,0,0,0,"1",140,0
29036,0.117259552042161,0.91,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"3","3",0,0,1,0,0,0,"0",182,0
16869,0.214401481824496,0.92,0,0,1,1,0,1,0,0,"2",0,0,1,0,0,0,"3","3",0,0,1,0,0,0,"1",13,1
10497,0.38135593220339,0.682,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"5","1",0,0,1,0,0,0,"2",172,1
18099,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"10","3",0,0,0,0,1,0,"1",48,0
12081,0.137931034482759,0.802,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"9","2",0,0,1,0,0,0,"1",33,0
7364,0.234803337306317,0.92,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"2","3",0,0,1,0,0,0,"1",142,0
11184,0.52,0.579,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"2","3",0,0,1,0,0,0,"1",34,0
7016,0.137931034482759,0.802,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","2",0,0,1,0,0,0,"2",14,1
8695,0.586776859504132,0.55,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","1",0,0,1,0,0,0,"2",27,1
6172,0.586776859504132,0.55,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"8","3",0,0,1,0,0,0,"1",24,1
14672,0.12751677852349,0.878,0,1,0,1,0,1,0,0,"3",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"1",150,0
18257,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"11","4",0,0,0,0,1,0,"5",20,0
24493,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"5","4",0,0,0,0,0,0,"1",140,0
1180,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","6",0,0,1,0,0,0,"1",52,0
28627,0.102310231023102,0.939,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"2",160,0
8168,0.105902777777778,0.897,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"9","6",0,0,1,0,0,0,"2",3,0
10473,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"2","0",0,0,1,0,0,0,"2",2,1
25349,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,1,0,0,0,"5",28,0
5220,0.264285714285714,0.754,0,1,0,0,1,1,0,0,"2",0,0,0,0,0,1,"21","3",0,0,0,0,0,0,"4",46,0
4789,0.132558139534884,0.855,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"8","2",0,0,1,0,0,0,"1",210,0
11338,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","0",0,0,1,0,0,0,"1",36,0
27963,0.10126582278481,0.949,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"4","3",0,0,0,0,0,0,"1",160,1
8571,0.59053343350864,0.624,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"2","1",0,0,0,0,1,0,"2",101,0
16303,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"6","2",0,0,0,0,0,0,"1",46,0
20576,0.0792079207920792,0.925,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,1,0,0,0,"5",19,0
32966,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"3","3",0,0,1,0,0,0,"2",26,1
21199,0.307291666666667,0.698,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"7","0",0,0,0,0,1,0,"1",90,0
18819,0.107913669064748,0.896,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"9","0",0,0,1,0,0,0,"4",59,0
14199,0.234803337306317,0.92,0,1,0,0,1,0,1,0,"2",0,0,0,1,0,0,"10","2",1,0,0,0,0,0,"1",260,0
7666,0.59053343350864,0.624,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"11","2",0,0,1,0,0,0,"5",74,0
13915,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"4",0,0,0,0,1,0,"21","3",0,0,1,0,0,0,"2",20,1
10555,0.12751677852349,0.878,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","3",0,0,1,0,0,0,"2",8,0
16040,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","3",0,0,1,0,0,0,"1",131,0
32826,0.0840336134453782,0.836,0,1,0,0,1,0,0,1,"3",0,0,0,0,1,0,"7","3",0,0,1,0,0,0,"1",45,0
13253,0,0.693,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"11","1",0,0,1,0,0,0,"2",109,0
15637,0.132558139534884,0.855,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"3","3",0,0,1,0,0,0,"1",70,0
28074,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,0,0,1,0,"5",17,0
23012,0.214401481824496,0.92,0,0,1,1,0,1,0,0,"3",0,0,0,0,1,0,"15","2",0,0,1,0,0,0,"1",51,0
16110,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"6","2",0,0,1,0,0,0,"3",60,1
3921,0.0822784810126582,0.893,0,1,0,1,0,1,0,0,"4",0,0,0,0,1,0,"21","5",0,0,0,1,0,0,"5",4,0
24530,0.100226073850791,0.926,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"12","3",0,0,1,0,0,0,"5",7,0
1924,0.173333333333333,0.804,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"21","3",0,0,1,0,0,0,"3",164,0
32776,0.140350877192982,0.666,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"20","3",0,0,0,0,0,0,"4",290,0
1907,0.173333333333333,0.804,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"2","0",0,0,0,0,1,0,"0",145,0
3116,0.59053343350864,0.624,0,1,0,1,0,1,0,0,"1",0,0,0,0,1,0,"3","2",0,0,1,0,0,0,"1",24,0
24829,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"3",0,0,1,0,0,0,"3","7",0,0,1,0,0,0,"1",133,1
30488,0.586776859504132,0.55,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"2","2",0,0,1,0,0,0,"1",20,0
1265,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","0",1,0,0,0,0,0,"1",76,0
22098,0.307291666666667,0.698,0,0,1,1,0,0,0,1,"3",0,0,0,0,1,0,"5","3",0,0,0,0,0,0,"4",21,1
13342,0.59053343350864,0.624,0,0,1,0,1,1,0,0,"2",0,0,0,0,0,1,"8","6",0,0,1,0,0,0,"2",34,0
24608,0.234803337306317,0.92,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"9","0",0,0,1,0,0,0,"2",15,0
20081,0.128712871287129,0.866,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,1,0,0,0,"5",156,0
24796,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","6",0,0,1,0,0,0,"5",15,0
7777,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"0",120,0
22718,0.136363636363636,0.769,0,1,0,0,1,1,0,0,"2",1,0,0,0,0,0,"14","7",0,0,1,0,0,0,"5",47,0
1261,0.264285714285714,0.754,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","2",0,0,0,0,0,0,"2",100,1
3396,0.132558139534884,0.855,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"6","4",0,0,1,0,0,0,"0",102,0
4283,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"4","3",0,0,1,0,0,0,"0",52,0
18998,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"9","1",0,0,1,0,0,0,"4",39,0
2003,0.214401481824496,0.92,0,1,0,0,1,0,0,1,"1",1,0,0,0,0,0,"4","2",0,0,1,0,0,0,"1",112,1
31786,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"4",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"5",14,0
12154,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"3",0,1,0,0,0,0,"21","5",0,0,0,0,1,0,"5",55,0
23455,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","7",0,0,1,0,0,0,"4",49,1
19882,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","3",0,0,0,0,0,0,"5",72,0
28817,0.238805970149254,0.925,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"14","6",0,0,1,0,0,0,"3",141,1
4656,0.100226073850791,0.926,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"6","2",0,0,1,0,0,0,"0",28,0
7280,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"13","7",0,0,1,0,0,0,"1",6,0
16903,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",1,0,0,0,0,0,"17","6",0,0,1,0,0,0,"1",125,0
13333,0.102310231023102,0.939,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"0",326,0
26241,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,0,1,"21","3",0,0,1,0,0,0,"2",33,0
12381,0.173333333333333,0.804,0,1,0,1,0,1,0,0,"3",0,0,0,0,1,0,"6","7",0,0,1,0,0,0,"5",40,0
4064,0.234803337306317,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"18","2",0,0,0,0,0,0,"1",198,1
32092,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"15","7",0,0,1,0,0,0,"5",55,0
3766,0.222222222222222,0.698,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"21","4",0,0,1,0,0,0,"5",32,0
30496,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,1,0,0,0,0,"21","3",0,0,1,0,0,0,"5",11,0
7189,0.264285714285714,0.754,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","0",0,0,1,0,0,0,"1",41,0
29497,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","7",0,0,0,1,0,0,"5",87,1
31593,0.132558139534884,0.855,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"10","3",0,0,1,0,0,0,"4",114,0
11986,0.307291666666667,0.698,0,1,0,0,1,0,1,0,"3",0,0,0,0,1,0,"5","0",0,1,0,0,0,0,"1",15,0
31033,0.117259552042161,0.91,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"3","2",0,0,1,0,0,0,"1",8,0
14835,0.12751677852349,0.878,0,0,1,0,1,0,1,0,"1",1,0,0,0,0,0,"2","3",0,0,0,0,1,0,"1",22,0
3728,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","6",0,0,1,0,0,0,"4",13,0
3024,0.10126582278481,0.949,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","0",0,0,0,1,0,0,"1",246,0
23508,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"9","1",0,0,1,0,0,0,"1",22,0
29457,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","0",1,0,0,0,0,0,"1",81,0
12297,0.214285714285714,0.776,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"4","1",1,0,0,0,0,0,"1",11,0
27708,0.384615384615385,0.698,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"5","6",0,0,0,0,0,0,"1",24,1
3065,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","3",1,0,0,0,0,0,"1",50,0
29226,0.0945945945945946,0.924,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"6","2",0,0,1,0,0,0,"0",15,0
5493,0.078125,0.939,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","1",0,0,1,0,0,0,"5",31,0
2891,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"0",84,0
32509,0.105902777777778,0.897,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"4","7",0,0,1,0,0,0,"1",42,0
31841,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","1",0,0,1,0,0,0,"5",105,1
907,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"5",72,0
29526,0.388888888888889,0.789,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"14","1",0,0,1,0,0,0,"5",42,1
10956,0.384615384615385,0.698,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","2",0,1,0,0,0,0,"1",152,0
26099,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","7",0,0,1,0,0,0,"1",60,0
26163,0.59053343350864,0.624,0,1,0,1,0,0,0,1,"3",0,0,0,0,1,0,"2","2",0,0,0,0,0,0,"0",8,0
4120,0.117259552042161,0.91,0,1,0,1,0,0,0,1,"3",0,0,0,0,1,0,"13","3",0,0,0,0,0,0,"3",17,1
7335,0.160839160839161,0.923,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"1","2",0,0,1,0,0,0,"1",33,0
706,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"4","3",1,0,0,0,0,0,"0",38,0
9890,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"14","0",0,1,0,0,0,0,"2",178,0
32683,0.234803337306317,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","2",0,0,1,0,0,0,"1",11,0
27104,0.0822784810126582,0.893,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"21","3",0,0,1,0,0,0,"0",87,0
